Generation,Solution,Fitness,Constraints,Satisfied Constraints
14,"[0.0387, 0.0382, 0.043, 0.1425, 0.0446, 0.0213, 0.0171, 0.0792, 0.0246, 0.0091]",[0.4076342144198475],[],0
14,"[0.0319, 0.024, 0.1621, 0.0417, 0.0154, 0.0329, 0.0212, 0.0553, 0.0312, 0.0017]",[0.40885226803622077],[],0
14,"[0.0084, 0.0632, 0.043, 0.1392, 0.0446, 0.0073, 0.0202, 0.079, 0.0304, 0.0082]",[0.40927963725046057],[],0
14,"[0.0378, 0.0078, 0.0434, 0.1221, 0.0464, 0.0102, 0.0217, 0.0791, 0.0876, 0.0053]",[0.41106969805959226],[],0
14,"[0.0378, 0.0078, 0.0434, 0.1221, 0.0446, 0.041, 0.0759, 0.0791, 0.032, 0.0053]",[0.41199059249219205],[],0
14,"[0.0408, 0.0041, 0.0325, 0.0091, 0.0272, 0.0948, 0.1006, 0.0988, 0.0292, 0.0416]",[0.4122122209596637],[],0
14,"[0.0207, 0.0999, 0.0419, 0.0722, 0.0446, 0.0327, 0.0249, 0.0806, 0.086, 0.0017]",[0.41251129643040274],[],0
14,"[0.0387, 0.0077, 0.0415, 0.1264, 0.0462, 0.0126, 0.0934, 0.0708, 0.0278, 0.0053]",[0.41974400398382317],[],0
14,"[0.0421, 0.0084, 0.0429, 0.1211, 0.0264, 0.0209, 0.0969, 0.0791, 0.0312, 0.0047]",[0.42042050196511527],[],0
14,"[0.071, 0.0083, 0.0685, 0.0685, 0.0083, 0.0909, 0.0037, 0.103, 0.0282, 0.0419]",[0.42081664341688496],[],0
14,"[0.0196, 0.028, 0.0258, 0.0429, 0.0112, 0.0628, 0.1021, 0.0947, 0.0857, 0.0394]",[0.42106823681949423],[],0
14,"[0.0098, 0.0061, 0.0476, 0.1082, 0.0264, 0.0229, 0.0624, 0.1271, 0.0312, 0.0076]",[0.421660889601434],[],0
14,"[0.0193, 0.0854, 0.0434, 0.1216, 0.046, 0.0102, 0.0254, 0.0462, 0.0829, 0.0053]",[0.4217121605504528],[],0
14,"[0.0385, 0.0619, 0.043, 0.1425, 0.0446, 0.0073, 0.0199, 0.0791, 0.0246, 0.0003]",[0.4236022287118577],[],0
14,"[0.0387, 0.0376, 0.0415, 0.1198, 0.0261, 0.0206, 0.0969, 0.0788, 0.0276, 0.0075]",[0.4238638480671111],[],0
14,"[0.0191, 0.0233, 0.0434, 0.111, 0.0138, 0.084, 0.023, 0.079, 0.0857, 0.0047]",[0.4244331682453226],[],0
14,"[0.0936, 0.011, 0.0539, 0.0393, 0.0255, 0.0848, 0.0959, 0.0708, 0.0058, 0.0326]",[0.4248551764956905],[],0
14,"[0.0378, 0.0203, 0.0434, 0.1216, 0.0446, 0.0422, 0.0257, 0.0791, 0.086, 0.0053]",[0.42512738760650537],[],0
14,"[0.0395, 0.0083, 0.0358, 0.0091, 0.0754, 0.0944, 0.0811, 0.0988, 0.0302, 0.0416]",[0.42565355965296847],[],0
14,"[0.069, 0.0189, 0.045, 0.1184, 0.0019, 0.0861, 0.0245, 0.0821, 0.0273, 0.0104]",[0.4261214263565063],[],0
14,"[0.0378, 0.0156, 0.0402, 0.1217, 0.042, 0.0941, 0.0761, 0.0395, 0.0313, 0.0007]",[0.42835822504316967],[],0
15,"[0.0052, 0.0105, 0.0414, 0.0097, 0.0057, 0.0103, 0.0209, 0.0425, 0.0057, 0.0009]",[0.10661979108804731],[],0
15,"[0.0052, 0.0105, 0.0414, 0.0097, 0.0057, 0.0104, 0.0209, 0.0445, 0.0106, 0.0097]",[0.11173653204279832],[],0
15,"[0.0052, 0.0105, 0.0414, 0.0097, 0.0065, 0.0097, 0.0209, 0.055, 0.0106, 0.0091]",[0.12595928117330546],[],0
15,"[0.0082, 0.021, 0.0179, 0.0351, 0.0105, 0.0098, 0.051, 0.0132, 0.0341, 0.0403]",[0.1530455467188614],[],0
15,"[0.0085, 0.0041, 0.0643, 0.0432, 0.0125, 0.0027, 0.0209, 0.0443, 0.0337, 0.0157]",[0.17922204789766427],[],0
15,"[0.0323, 0.024, 0.0599, 0.0417, 0.0154, 0.024, 0.0212, 0.0511, 0.0155, 0.0013]",[0.19088513907234317],[],0
15,"[0.0139, 0.024, 0.0435, 0.0462, 0.0252, 0.0217, 0.0463, 0.0528, 0.0274, 0.0083]",[0.1974625983268692],[],0
15,"[0.0978, 0.0105, 0.0414, 0.0029, 0.0061, 0.0104, 0.0222, 0.023, 0.0061, 0.0097]",[0.20762384750084495],[],0
15,"[0.0404, 0.0134, 0.0637, 0.0723, 0.025, 0.0126, 0.024, 0.0252, 0.004, 0.003]",[0.21295142728086036],[],0
15,"[0.0227, 0.0124, 0.0433, 0.0407, 0.0508, 0.0103, 0.0042, 0.0629, 0.0305, 0.0411]",[0.21724496675881655],[],0
15,"[0.0317, 0.024, 0.0664, 0.0417, 0.0145, 0.0329, 0.0212, 0.0558, 0.0312, 0.0017]",[0.2179508015592444],[],0
15,"[0.0246, 0.011, 0.0146, 0.0733, 0.025, 0.0128, 0.0244, 0.079, 0.0109, 0.0075]",[0.22320735047248208],[],0
15,"[0.0323, 0.0239, 0.0599, 0.0417, 0.0454, 0.0485, 0.0173, 0.0511, 0.0244, 0.0011]",[0.231588526020023],[],0
15,"[0.033, 0.0066, 0.0261, 0.0417, 0.0154, 0.0004, 0.0033, 0.0988, 0.0155, 0.0408]",[0.23683782427278688],[],0
15,"[0.0383, 0.0851, 0.0641, 0.0091, 0.0044, 0.0089, 0.0062, 0.0443, 0.0302, 0.0097]",[0.24277976770822862],[],0
15,"[0.0299, 0.0233, 0.0255, 0.0154, 0.0045, 0.0897, 0.0266, 0.0709, 0.0033, 0.0007]",[0.24363710478698097],[],0
15,"[0.0323, 0.0537, 0.0604, 0.0417, 0.027, 0.024, 0.0212, 0.069, 0.0156, 0.0073]",[0.2442919672540822],[],0
15,"[0.0437, 0.0243, 0.0435, 0.0462, 0.0541, 0.0217, 0.0463, 0.0551, 0.0273, 0.0294]",[0.2504203821318929],[],0
15,"[0.0385, 0.0895, 0.0641, 0.0091, 0.0044, 0.0089, 0.0063, 0.0443, 0.0302, 0.0097]",[0.25047867984583805],[],0
15,"[0.038, 0.0097, 0.0434, 0.0063, 0.0258, 0.0092, 0.077, 0.0791, 0.0242, 0.0097]",[0.25335866387744277],[],0
15,"[0.0186, 0.0128, 0.0415, 0.0407, 0.046, 0.0077, 0.0254, 0.0626, 0.0829, 0.0053]",[0.25797655456463575],[],0
15,"[0.0383, 0.0851, 0.0643, 0.0091, 0.0144, 0.034, 0.021, 0.0443, 0.0303, 0.0097]",[0.2596220711691193],[],0
15,"[0.0227, 0.0128, 0.0415, 0.0407, 0.046, 0.0102, 0.0254, 0.0626, 0.0829, 0.0053]",[0.26010288639187396],[],0
15,"[0.0437, 0.0239, 0.0706, 0.0574, 0.0042, 0.0217, 0.0446, 0.0549, 0.0273, 0.0294]",[0.2615444708949082],[],0
15,"[0.024, 0.0347, 0.0415, 0.0385, 0.0438, 0.0018, 0.0191, 0.0626, 0.0829, 0.0053]",[0.2636493017832504],[],0
15,"[0.0082, 0.0107, 0.0179, 0.0351, 0.0105, 0.0099, 0.1246, 0.0135, 0.0341, 0.0046]",[0.2678276834172597],[],0
15,"[0.0078, 0.011, 0.0434, 0.035, 0.0263, 0.0104, 0.0241, 0.0791, 0.0876, 0.0075]",[0.26861991500590365],[],0
15,"[0.0378, 0.0097, 0.0434, 0.0063, 0.0446, 0.0092, 0.0759, 0.0791, 0.032, 0.0097]",[0.26901311058410515],[],0
15,"[0.0361, 0.0094, 0.0414, 0.0406, 0.0555, 0.0212, 0.0802, 0.0551, 0.0008, 0.0301]",[0.2691347295197848],[],0
15,"[0.0209, 0.011, 0.0415, 0.0675, 0.0254, 0.0128, 0.0246, 0.0708, 0.0277, 0.0731]",[0.2758260834092181],[],0
15,"[0.0365, 0.0189, 0.045, 0.0002, 0.004, 0.0861, 0.0245, 0.0829, 0.0281, 0.0079]",[0.2763673772576607],[],0
15,"[0.0365, 0.0189, 0.045, 0.0035, 0.0019, 0.0861, 0.0245, 0.0829, 0.0281, 0.0079]",[0.276367617191728],[],0
15,"[0.0422, 0.0233, 0.0242, 0.044, 0.0392, 0.0006, 0.0271, 0.0709, 0.0862, 0.0007]",[0.2776096501341425],[],0
15,"[0.0325, 0.011, 0.0538, 0.0039, 0.0236, 0.0127, 0.0959, 0.0708, 0.0067, 0.0272]",[0.27931235109476704],[],0
15,"[0.0897, 0.0238, 0.0637, 0.0723, 0.025, 0.012, 0.0256, 0.0252, 0.0047, 0.003]",[0.2812393255662262],[],0
15,"[0.0363, 0.0094, 0.0434, 0.0024, 0.0555, 0.0217, 0.0924, 0.0559, 0.0282, 0.0269]",[0.28186372636798795],[],0
15,"[0.0422, 0.0233, 0.0242, 0.044, 0.0091, 0.0917, 0.0279, 0.0712, 0.0311, 0.0012]",[0.2828408988849884],[],0
15,"[0.0297, 0.0233, 0.0255, 0.0154, 0.0261, 0.0892, 0.0271, 0.0372, 0.0848, 0.0007]",[0.2838381859942669],[],0
15,"[0.0385, 0.0107, 0.0449, 0.0416, 0.0231, 0.012, 0.0981, 0.0554, 0.0312, 0.0284]",[0.28624109784070173],[],0
15,"[0.0387, 0.0179, 0.0417, 0.0393, 0.0026, 0.0128, 0.0973, 0.0719, 0.0276, 0.0075]",[0.2882714155669679],[],0
15,"[0.1008, 0.0352, 0.0643, 0.0449, 0.0129, 0.0027, 0.0222, 0.0381, 0.0291, 0.0157]",[0.28845618340259493],[],0
15,"[0.0387, 0.011, 0.0415, 0.0393, 0.0261, 0.0128, 0.0958, 0.0708, 0.0278, 0.0075]",[0.28849478728711064],[],0
15,"[0.0053, 0.011, 0.0434, 0.035, 0.0451, 0.0104, 0.0045, 0.0791, 0.0953, 0.0075]",[0.2890692715717411],[],0
15,"[0.0421, 0.0233, 0.012, 0.0324, 0.0861, 0.0891, 0.029, 0.0185, 0.0312, 0.0076]",[0.29151511502936645],[],0
15,"[0.0207, 0.0244, 0.0421, 0.0308, 0.0446, 0.0861, 0.0249, 0.0806, 0.03, 0.0076]",[0.29316375659156124],[],0
15,"[0.0387, 0.0132, 0.0436, 0.0393, 0.0272, 0.0207, 0.0969, 0.0712, 0.0276, 0.0075]",[0.2960857027735355],[],0
15,"[0.0227, 0.0233, 0.0161, 0.0327, 0.0298, 0.0951, 0.0271, 0.0485, 0.0828, 0.0007]",[0.3023676970196836],[],0
15,"[0.0366, 0.0189, 0.045, 0.0035, 0.0019, 0.0861, 0.0245, 0.0829, 0.0289, 0.0535]",[0.30322932798382185],[],0
15,"[0.0387, 0.0376, 0.0415, 0.0393, 0.0261, 0.0206, 0.0969, 0.0708, 0.0276, 0.0075]",[0.3048875270675535],[],0
15,"[0.0385, 0.0613, 0.0415, 0.0393, 0.0261, 0.0065, 0.0969, 0.0626, 0.0084, 0.0002]",[0.30580337598889473],[],0
15,"[0.0437, 0.0141, 0.0438, 0.0411, 0.0555, 0.0899, 0.0307, 0.0551, 0.0305, 0.0301]",[0.307062801052425],[],0
15,"[0.0387, 0.0607, 0.0415, 0.0393, 0.0261, 0.0206, 0.0996, 0.0561, 0.0091, 0.0075]",[0.3072686127387816],[],0
15,"[0.0385, 0.0613, 0.0415, 0.0393, 0.0261, 0.0065, 0.0969, 0.0626, 0.0204, 0.0002]",[0.30902673486454235],[],0
15,"[0.0186, 0.0233, 0.0242, 0.0327, 0.0465, 0.0924, 0.0271, 0.0485, 0.0828, 0.0007]",[0.3110604332925715],[],0
15,"[0.0302, 0.0286, 0.0449, 0.0416, 0.023, 0.0522, 0.0981, 0.0554, 0.0312, 0.0284]",[0.31154925620730767],[],0
15,"[0.0385, 0.0613, 0.0415, 0.0393, 0.0261, 0.0065, 0.0969, 0.0626, 0.0276, 0.0002]",[0.31222179296116126],[],0
15,"[0.0382, 0.0851, 0.0641, 0.0091, 0.0261, 0.0089, 0.0068, 0.0443, 0.0873, 0.0097]",[0.3128566846863703],[],0
15,"[0.0304, 0.0288, 0.0415, 0.0393, 0.026, 0.0531, 0.0958, 0.0708, 0.0278, 0.0075]",[0.3143745740591908],[],0
15,"[0.0208, 0.0149, 0.01, 0.1214, 0.0113, 0.0071, 0.0276, 0.0819, 0.0273, 0.0065]",[0.31580202968977433],[],0
15,"[0.0302, 0.0154, 0.0448, 0.0407, 0.023, 0.0733, 0.097, 0.0551, 0.025, 0.0096]",[0.31746059124685333],[],0
15,"[0.0388, 0.011, 0.0416, 0.1082, 0.0381, 0.0211, 0.0627, 0.054, 0.0095, 0.0075]",[0.31760406818623865],[],0
15,"[0.0319, 0.0241, 0.0529, 0.073, 0.014, 0.0329, 0.0212, 0.0798, 0.0312, 0.0714]",[0.3180729862194309],[],0
15,"[0.0126, 0.0373, 0.0652, 0.0075, 0.0233, 0.0297, 0.1112, 0.0558, 0.0382, 0.0018]",[0.31973242274292746],[],0
15,"[0.0421, 0.0239, 0.012, 0.0452, 0.0861, 0.0199, 0.1025, 0.0186, 0.0312, 0.0076]",[0.32002651754133327],[],0
15,"[0.0297, 0.0233, 0.0255, 0.0154, 0.0261, 0.0897, 0.0271, 0.0709, 0.0862, 0.0007]",[0.32038531041556384],[],0
15,"[0.0387, 0.0094, 0.0434, 0.1154, 0.0555, 0.0212, 0.0184, 0.0551, 0.0008, 0.0301]",[0.3228276353215276],[],0
15,"[0.1008, 0.0352, 0.0643, 0.0449, 0.0129, 0.0038, 0.0222, 0.0718, 0.0305, 0.0157]",[0.3232718678256181],[],0
15,"[0.0363, 0.0094, 0.0434, 0.0024, 0.0555, 0.0764, 0.0924, 0.0559, 0.0188, 0.0269]",[0.3272745178600087],[],0
15,"[0.0422, 0.0045, 0.0236, 0.044, 0.0091, 0.0917, 0.0279, 0.1035, 0.031, 0.0015]",[0.3287889737747425],[],0
15,"[0.1112, 0.011, 0.054, 0.0393, 0.0251, 0.0128, 0.0257, 0.0708, 0.0291, 0.0326]",[0.32950687905706433],[],0
15,"[0.025, 0.011, 0.0416, 0.1082, 0.0261, 0.0128, 0.0627, 0.079, 0.0095, 0.0075]",[0.32980179736544146],[],0
15,"[0.0422, 0.0233, 0.0242, 0.044, 0.0261, 0.0918, 0.0271, 0.0469, 0.0915, 0.0095]",[0.3303714329363996],[],0
15,"[0.0198, 0.0242, 0.0421, 0.0722, 0.0446, 0.086, 0.0249, 0.0806, 0.0299, 0.0013]",[0.33096307866085484],[],0
15,"[0.0244, 0.0242, 0.0421, 0.0722, 0.0447, 0.0873, 0.0249, 0.078, 0.0299, 0.0013]",[0.33130736683058304],[],0
15,"[0.0978, 0.0092, 0.0426, 0.0442, 0.0151, 0.0027, 0.0969, 0.0381, 0.0291, 0.0151]",[0.3320014892128218],[],0
15,"[0.0207, 0.0244, 0.0421, 0.0722, 0.0446, 0.0861, 0.0249, 0.0806, 0.03, 0.0076]",[0.332083098408948],[],0
15,"[0.0387, 0.0094, 0.0591, 0.1161, 0.0553, 0.0212, 0.0074, 0.0524, 0.0041, 0.0282]",[0.33238068563019896],[],0
15,"[0.0341, 0.0242, 0.0422, 0.0722, 0.0441, 0.014, 0.0249, 0.0806, 0.0868, 0.0013]",[0.3325801248198137],[],0
15,"[0.0186, 0.0239, 0.0242, 0.0454, 0.0465, 0.0231, 0.1006, 0.0487, 0.0828, 0.0007]",[0.33273061296375106],[],0
15,"[0.0383, 0.0045, 0.0007, 0.0069, 0.013, 0.1125, 0.1017, 0.0116, 0.0336, 0.0027]",[0.33418493809864147],[],0
15,"[0.0385, 0.0084, 0.0007, 0.0069, 0.013, 0.1125, 0.1014, 0.0116, 0.0336, 0.0027]",[0.33432685304402243],[],0
15,"[0.0437, 0.0094, 0.0435, 0.1154, 0.0555, 0.0217, 0.0182, 0.0551, 0.0305, 0.0301]",[0.33505280965242124],[],0
15,"[0.0351, 0.0386, 0.0004, 0.0392, 0.0272, 0.0757, 0.097, 0.0711, 0.0272, 0.0075]",[0.33618813114074486],[],0
15,"[0.0249, 0.0094, 0.0354, 0.1154, 0.0555, 0.0128, 0.017, 0.0801, 0.0008, 0.0301]",[0.3362410239234177],[],0
15,"[0.025, 0.011, 0.0435, 0.1082, 0.0264, 0.0128, 0.0625, 0.079, 0.0312, 0.0075]",[0.33903619708007726],[],0
15,"[0.0404, 0.0134, 0.0637, 0.0403, 0.0261, 0.0126, 0.1345, 0.0152, 0.0033, 0.003]",[0.3392634965418968],[],0
15,"[0.0422, 0.0233, 0.0242, 0.044, 0.0091, 0.0917, 0.0271, 0.0709, 0.0862, 0.0007]",[0.3408420879152527],[],0
15,"[0.0387, 0.0143, 0.0437, 0.0394, 0.0281, 0.0901, 0.0958, 0.0237, 0.0323, 0.0434]",[0.342826766372728],[],0
15,"[0.0365, 0.0174, 0.045, 0.0726, 0.0466, 0.0861, 0.0245, 0.0831, 0.0261, 0.0079]",[0.3433546508992511],[],0
15,"[0.0422, 0.0233, 0.0255, 0.0448, 0.0261, 0.0897, 0.0271, 0.0709, 0.0862, 0.0007]",[0.3442956302446132],[],0
15,"[0.0992, 0.0351, 0.0427, 0.0445, 0.0129, 0.0027, 0.0969, 0.0381, 0.0291, 0.0151]",[0.34433963551142854],[],0
15,"[0.0206, 0.0231, 0.0421, 0.0722, 0.0446, 0.0008, 0.0266, 0.0946, 0.086, 0.0013]",[0.3449616236749731],[],0
15,"[0.0193, 0.0232, 0.0433, 0.0429, 0.0424, 0.0247, 0.1021, 0.0469, 0.0857, 0.0007]",[0.34506002107321665],[],0
15,"[0.0422, 0.0233, 0.0242, 0.044, 0.0261, 0.0917, 0.0271, 0.0709, 0.0862, 0.0007]",[0.3461709020886272],[],0
15,"[0.0422, 0.0233, 0.0242, 0.044, 0.0271, 0.0917, 0.0271, 0.0709, 0.0862, 0.0007]",[0.34663623766933727],[],0
15,"[0.0246, 0.011, 0.0146, 0.0414, 0.0261, 0.0128, 0.1348, 0.079, 0.0101, 0.0075]",[0.3513272313695279],[],0
15,"[0.0353, 0.0143, 0.0096, 0.0445, 0.0404, 0.0907, 0.0982, 0.0236, 0.0644, 0.0079]",[0.35185281744573915],[],0
15,"[0.0422, 0.0233, 0.0242, 0.044, 0.0081, 0.0917, 0.0456, 0.0709, 0.0862, 0.0007]",[0.3526086469114955],[],0
15,"[0.0385, 0.0895, 0.0642, 0.1113, 0.0044, 0.0089, 0.0063, 0.0443, 0.0061, 0.0028]",[0.35411367599702404],[],0
15,"[0.0378, 0.0139, 0.0434, 0.1216, 0.0122, 0.0102, 0.0283, 0.0824, 0.0301, 0.0355]",[0.3550349951744427],[],0
16,"[0.0052, 0.0107, 0.0125, 0.0098, 0.0057, 0.0108, 0.0206, 0.0425, 0.008, 0.0082]",[0.08360853395920786],[],0
16,"[0.0006, 0.0105, 0.0414, 0.0097, 0.0057, 0.0104, 0.0222, 0.0241, 0.0106, 0.0097]",[0.09081383401303045],[],0
16,"[0.0052, 0.0105, 0.0414, 0.0097, 0.0057, 0.0103, 0.0209, 0.0425, 0.0057, 0.0009]",[0.10661979108804731],[],0
16,"[0.0052, 0.0105, 0.0414, 0.009, 0.0044, 0.0104, 0.0209, 0.0445, 0.0108, 0.0097]",[0.11141412552652996],[],0
16,"[0.0052, 0.0105, 0.0414, 0.0097, 0.0057, 0.0104, 0.0209, 0.0445, 0.0106, 0.0097]",[0.11173653204279832],[],0
16,"[0.0052, 0.0105, 0.0414, 0.0097, 0.0065, 0.0097, 0.0209, 0.055, 0.0106, 0.0091]",[0.12595928117330546],[],0
16,"[0.0012, 0.0106, 0.0414, 0.0437, 0.016, 0.011, 0.0171, 0.0425, 0.0052, 0.0009]",[0.132808653783965],[],0
16,"[0.0082, 0.021, 0.0179, 0.0351, 0.0105, 0.0098, 0.051, 0.0132, 0.0341, 0.0403]",[0.1530455467188614],[],0
16,"[0.0246, 0.0109, 0.0146, 0.0734, 0.025, 0.0128, 0.0244, 0.0235, 0.0109, 0.0031]",[0.1595111737964463],[],0
16,"[0.0323, 0.0243, 0.0418, 0.0417, 0.0004, 0.024, 0.0249, 0.0511, 0.0155, 0.0013]",[0.16920294908619526],[],0
16,"[0.0129, 0.021, 0.0179, 0.0351, 0.0151, 0.0018, 0.0537, 0.0378, 0.0341, 0.0395]",[0.17224467634498852],[],0
16,"[0.0085, 0.0041, 0.0643, 0.0432, 0.0125, 0.0027, 0.0209, 0.0443, 0.0337, 0.0157]",[0.17922204789766427],[],0
16,"[0.0381, 0.0041, 0.0645, 0.0392, 0.0125, 0.0027, 0.02, 0.0443, 0.0276, 0.0074]",[0.18466357020162905],[],0
16,"[0.0378, 0.0105, 0.0435, 0.0058, 0.0063, 0.0092, 0.0218, 0.0811, 0.0059, 0.0096]",[0.18710454041128743],[],0
16,"[0.0053, 0.0106, 0.0414, 0.0033, 0.0064, 0.0092, 0.0759, 0.0553, 0.0096, 0.0097]",[0.18982828392340823],[],0
16,"[0.0323, 0.024, 0.0599, 0.0417, 0.0154, 0.024, 0.0212, 0.0511, 0.0155, 0.0013]",[0.19088513907234317],[],0
16,"[0.0323, 0.024, 0.0599, 0.0417, 0.0156, 0.0237, 0.0212, 0.0518, 0.0155, 0.0013]",[0.19163541396787354],[],0
16,"[0.0139, 0.0238, 0.0414, 0.0462, 0.0252, 0.0212, 0.0466, 0.0528, 0.0251, 0.0009]",[0.19331321089051956],[],0
16,"[0.0134, 0.025, 0.0435, 0.0443, 0.0251, 0.0217, 0.0463, 0.0528, 0.0238, 0.0083]",[0.19388551596969394],[],0
16,"[0.0139, 0.024, 0.0435, 0.0462, 0.0252, 0.0217, 0.0463, 0.0528, 0.0274, 0.0083]",[0.1974625983268692],[],0
16,"[0.0052, 0.0097, 0.0414, 0.0102, 0.0441, 0.0103, 0.0749, 0.0406, 0.0318, 0.001]",[0.20393942663667675],[],0
16,"[0.0978, 0.0105, 0.0414, 0.0029, 0.0061, 0.0104, 0.0222, 0.023, 0.0061, 0.0097]",[0.20762384750084495],[],0
16,"[0.0323, 0.0537, 0.0434, 0.0058, 0.027, 0.0249, 0.0212, 0.069, 0.0159, 0.0073]",[0.20876294258609152],[],0
16,"[0.0978, 0.0124, 0.0433, 0.0026, 0.0061, 0.0104, 0.0216, 0.0263, 0.0061, 0.0073]",[0.21076148074731949],[],0
16,"[0.0385, 0.0848, 0.0265, 0.0092, 0.0032, 0.0089, 0.0063, 0.0485, 0.0302, 0.0097]",[0.21097520103234801],[],0
16,"[0.0448, 0.0239, 0.0419, 0.039, 0.0042, 0.0217, 0.0442, 0.063, 0.0273, 0.0052]",[0.21243420490361276],[],0
16,"[0.0404, 0.0134, 0.0637, 0.0723, 0.025, 0.0126, 0.024, 0.0252, 0.004, 0.003]",[0.21295142728086036],[],0
16,"[0.0385, 0.0238, 0.0637, 0.0723, 0.025, 0.0003, 0.0255, 0.0252, 0.0047, 0.003]",[0.214684989917711],[],0
16,"[0.0378, 0.0096, 0.0434, 0.0063, 0.0448, 0.0097, 0.0209, 0.0788, 0.033, 0.0091]",[0.2156165029357031],[],0
16,"[0.0227, 0.0124, 0.0433, 0.0407, 0.0508, 0.0103, 0.0042, 0.0629, 0.0305, 0.0411]",[0.21724496675881655],[],0
16,"[0.0317, 0.024, 0.0664, 0.0417, 0.0145, 0.0329, 0.0212, 0.0558, 0.0312, 0.0017]",[0.2179508015592444],[],0
16,"[0.0246, 0.011, 0.0144, 0.0733, 0.0147, 0.0128, 0.024, 0.0789, 0.0109, 0.0075]",[0.2185910728764715],[],0
16,"[0.0081, 0.0802, 0.0641, 0.0091, 0.0043, 0.0088, 0.0057, 0.0443, 0.0302, 0.0097]",[0.22007361034911854],[],0
16,"[0.0326, 0.0066, 0.0261, 0.0417, 0.0144, 0.0101, 0.0015, 0.1001, 0.0155, 0.0054]",[0.2228531957193245],[],0
16,"[0.0246, 0.011, 0.0146, 0.0733, 0.025, 0.0128, 0.0244, 0.079, 0.0109, 0.0075]",[0.22320735047248208],[],0
16,"[0.0186, 0.0128, 0.0655, 0.0407, 0.046, 0.0294, 0.0254, 0.0626, 0.0087, 0.0053]",[0.22360752960955965],[],0
16,"[0.0387, 0.0092, 0.0643, 0.0432, 0.0127, 0.0526, 0.0214, 0.0443, 0.0337, 0.0157]",[0.2259061481548419],[],0
16,"[0.1015, 0.0105, 0.0414, 0.0059, 0.0065, 0.0097, 0.0209, 0.0387, 0.0106, 0.0153]",[0.2273954824097939],[],0
16,"[0.0323, 0.0239, 0.0599, 0.0417, 0.0454, 0.0485, 0.0173, 0.0511, 0.0244, 0.0011]",[0.231588526020023],[],0
16,"[0.0978, 0.0105, 0.0414, 0.0029, 0.0374, 0.004, 0.0209, 0.0434, 0.0061, 0.0097]",[0.23461028566477227],[],0
16,"[0.03, 0.0229, 0.0434, 0.035, 0.046, 0.0104, 0.0045, 0.0357, 0.0844, 0.0075]",[0.23492833345752873],[],0
16,"[0.033, 0.0066, 0.0261, 0.0417, 0.0154, 0.0004, 0.0033, 0.0988, 0.0155, 0.0408]",[0.23683782427278688],[],0
16,"[0.0261, 0.0097, 0.0663, 0.0059, 0.0144, 0.0092, 0.0759, 0.0558, 0.032, 0.0097]",[0.23756584176897677],[],0
16,"[0.0299, 0.0114, 0.0255, 0.0154, 0.0045, 0.0897, 0.0266, 0.0709, 0.0033, 0.0007]",[0.23944088495618887],[],0
16,"[0.033, 0.0066, 0.0263, 0.0417, 0.0256, 0.0004, 0.0036, 0.0989, 0.0155, 0.0408]",[0.24137551764495813],[],0
16,"[0.0097, 0.0373, 0.0647, 0.0075, 0.0233, 0.0622, 0.023, 0.0558, 0.0382, 0.0252]",[0.24174500963074097],[],0
16,"[0.0383, 0.0851, 0.0641, 0.0091, 0.0044, 0.0089, 0.0062, 0.0443, 0.0302, 0.0097]",[0.24277976770822862],[],0
16,"[0.0323, 0.0537, 0.0604, 0.0417, 0.0268, 0.024, 0.0212, 0.0682, 0.0156, 0.0073]",[0.2431573177894184],[],0
16,"[0.0299, 0.0233, 0.0255, 0.0154, 0.0045, 0.0897, 0.0266, 0.0709, 0.0033, 0.0007]",[0.24363710478698097],[],0
16,"[0.0323, 0.0537, 0.0604, 0.0417, 0.027, 0.024, 0.0212, 0.069, 0.0156, 0.0073]",[0.2442919672540822],[],0
16,"[0.0361, 0.0132, 0.0414, 0.0406, 0.0246, 0.0212, 0.0802, 0.0545, 0.0002, 0.0301]",[0.24492071990480158],[],0
16,"[0.0213, 0.0094, 0.0414, 0.035, 0.0569, 0.0212, 0.0288, 0.0822, 0.0278, 0.0285]",[0.24616527556607481],[],0
16,"[0.0432, 0.0243, 0.0435, 0.0393, 0.057, 0.0206, 0.046, 0.0551, 0.0266, 0.0294]",[0.24621192974098038],[],0
16,"[0.0933, 0.0092, 0.0426, 0.0442, 0.0105, 0.0107, 0.05, 0.0134, 0.0291, 0.0159]",[0.24812396103282852],[],0
16,"[0.0029, 0.0092, 0.0426, 0.0442, 0.0713, 0.0027, 0.0619, 0.0543, 0.0291, 0.0089]",[0.24959508286671594],[],0
16,"[0.0226, 0.0233, 0.012, 0.0324, 0.0516, 0.0905, 0.029, 0.0167, 0.0305, 0.0401]",[0.25025276258413287],[],0
16,"[0.0437, 0.0243, 0.0435, 0.0462, 0.0541, 0.0217, 0.0463, 0.0551, 0.0273, 0.0294]",[0.2504203821318929],[],0
16,"[0.0385, 0.0895, 0.0641, 0.0091, 0.0044, 0.0089, 0.0063, 0.0443, 0.0302, 0.0097]",[0.25047867984583805],[],0
16,"[0.0385, 0.0895, 0.0641, 0.0097, 0.0058, 0.0088, 0.0063, 0.0443, 0.0301, 0.0097]",[0.2506577482386274],[],0
16,"[0.038, 0.0097, 0.0073, 0.0423, 0.0258, 0.0083, 0.077, 0.0791, 0.0239, 0.0097]",[0.2521595657502833],[],0
